Real,Karlsruhe,Durlacher Allee 111  76137 Karlsruhe Germany,+49 (721) 61860,+49 (721) 6186680,"49,004846505599 8,449324556952"
Real,Freiburg,Gundelfinger Str. 4  79108 Freiburg Germany,+49 (761) 51490,+49 (761) 5149800,"48,031048476267 7,861540677597"
Real,Bremen,Vahrer Str. 197  28329 Bremen Germany,+49 (421) 435780,+49 (421) 43578180,"53,069452167815 8,889581464683"
Real,Hamburg,Beim Strohhause 8  20097 Hamburg Germany,+49 (40) 24878100,+49 (40) 24878215,"53,552574433484 10,020344335973"
Real,Darmstadt,Eschollbrücker Str. 44  64295 Darmstadt Germany,+49 (6151) 30040,+49 (6151) 3004800,"49,857103630318 8,633594205973"
Real,Groß-Gerau,Mainzer Str. 50  64521 Groß-Gerau Germany,+49 (6152) 17160,+49 (6152) 1716220,"49,922304500034 8,47302188697"
Real,Ingelheim,Nahering 3  55218 Ingelheim Germany,+49 (6132) 982280,+49 (6132) 98228800,"49,981429442846 8,029304276812"
Real,Dreieich,Robert-Bosch-Str. 15  63303 Dreieich Germany,+49 (6103) 39980,+49 (6103) 3998800,"50,031774741447 8,701699456023"
Real,Wuppertal,Elberfelder Str. 8  42285 Wuppertal Germany,+49 (202) 2803790,+49 (202) 2802632,"51,256932657279 7,165390388887"
Real,Salzgitter,Konrad-Adenauer-Str. 111  38226 Salzgitter Germany,+49 (5341) 84950,+49 (5341) 849529,"52,153398854291 10,344973687627"
Real,Essen,Porscheplatz 2  45127 Essen Germany,+49 (201) 827890,+49 (201) 82789220,"51,457339001681 7,016855874948"
Real,Freising,Gutenbergstraße 2  85354 Freising Germany,+49 (8161) 4857100,+49 (8161) 4857800,"48,38761302711 11,73154683088"
Real,Memmingen,Fraunhofer Str. 8  87700 Memmingen Germany,+49 (8331) 94320,+49 (8331) 94321800,"48,004110081909 10,167527838265"
Real,Rosenheim,Kufsteiner Straße 124  83026 Rosenheim Germany,+49 (8031) 26530,+49 (8031) 63370,"47,838368092038 12,120311989786"
Real,Würzburg,Nürnberger Str. 12  97076 Würzburg Germany,+49 (931) 204100,+49 (931) 204800,"49,799352956381 9,952227301452"
Real,Weingarten,Franz-Beer-Straße 108  88250 Weingarten Germany,+49 (751) 560760,+49 (751) 5607650,"47,797727681884 9,624149495914"
Real,Würzburg,Industriestraße 7  97076 Würzburg Germany,+49 (931) 278890,+49 (931) 27889180,"49,812298815215 9,977018885372"
Real,Norden,Glückauf/Osterstraße 134  26506 Norden Germany,+49 (4931) 93170,+49 (4931) 931729,"53,597070396754 7,212217530867"
Real,Wiesbaden,Mainzer Str.110  65189 Wiesbaden Germany,+49 (611) 71590,+49 (611) 7159800,"50,065910359495 8,252459066031"
Real,Emden,Fritz-Reuter-Straße 2a  26721 Emden Germany,+49 (4921) 94310,+49 (4921) 9431800,"53,388885926533 7,20925376624"
